,0,1
1372,made by,2
1373,reed & barton stainless dinner knife,1
1374,reed & barton ribbon crest,1
1375,reed & barton ribbon crest knives,1
1376,wheel diameter,1
1377,nominal crate size length,1
1378,"2 medium cold meat serving forks 8.5""""",1
1379,manufactured from,2
1380,size of spoon,2
1381,shipping time,2
1382,flatware set details2,1
1383,flatware set composition,1
1384,flatware set details1,1
1385,flatware set details3,1
1386,flatware set details4,1
1387,flatware set material,1
1388,flatware set name,1
1389,flatware set qty,1
1390,flatware set usage,1
1391,flatware set workmanship,1
1392,marque,1
1393,0.97 x h,1
1394,sugar spoon,1
1395,recommended use,3
1396,raphael,1
1397,square,1
1398,vintage kitchen,2
1399,betty crocker,2
1400,isadultproduct,1
1401,material1,1
1402,detail 2,2
1403,brands,1
1404,order code,1
1405,spoon material,1
1406,detail 4,1
1407,spoon pattern,1
1408,spoon color,1
1409,detail 3,1
1410,detail 5,1
1411,detail 1,1
1412,additional pieces,1
1413,measure,1
1414,dark wood,1
1415,package content,2
1416,spoons capacity,1
1417,total size,2
1418,this listing item may be or have one of the following,1
1419,chromium and nickel rating,3
1420,secondary description,2
1421,size in inches,3
1422,stainless china,1
1423,oneida stainless flatware chateau,1
1424,other pieces,2
1425,kitchen cutlery set serves 6 people,1
1426,flatware & silverware  kitchen flatware knives & cutlery,1
1427,pack,1
1428,kitchen fruit fork,1
1429,3 tine serving fork,1
1430,content,1
1431,wine bottle table lamp,1
1432,citronella kit for wine bottles,1
1433,fixture features,1
1434,power source,1
1435,number of lights,1
1436,original paper box marked,1
1437,model style,1
1438,knife tip,1
1439,edge style,1
1440,cold meat fork,1
1441,material_composition,1
1442,safety warning,1
1443,best uses,1
1444,actual country of mfg.,3
1445,chinese characteristics,1
1446,silverplate,1
1447,disign,1
1448,techincs,1
1449,coordinates with,1
1450,is,1
1451,tracking information,1
1452,delivery time,1
1453,free returns,1
1454,items in lot,1
1455,tea spoon size,1
1456,diner knife size,1
1457,diner fork size,1
1458,diner spoon size,1
1459,set includes 12 place settings + these,1
1460,casserole spoon and 2 additional tablespoons. bonus,1
1461,stockedcertification,1
1462,additional item,1
1463,vintage stainless flatware soup spoon lo,1
1464,working temperature,1
1465,"stainless, plain, curved, satin larch",1
1466,larabee dot pie server,2
1467,disposable foodware color,2
1468,disposable cutlery grouping,2
1469,basic foodware material,2
1470,wrapped/unwrapped,2
1471,set contents,2
1472,secondary foodware material,2
1473,packs per case,2
1474,pack count,2
1475,foodservice item weight,2
1476,barware,1
1477,hampton silversmith gold 87 flatware,1
1478,item must be returned within,1
1479,refund will be given as,1
1480,return shipping will be paid by,1
1481,all returns accepted,2
1482,customer service response,1
1483,item's location,1
1484,fast and free,1
1485,tax free,1
1486,60 days return,1
1487,well packed,1
1488,knife peeler overall length,1
1489,spoon overall length,1
1490,sugar sifter,1
1491,uage 2,1
1492,uage,1
1493,product%2btype,1
1494,cuisinart flatware,1
1495,product feature,1
1496,suitable as a gift,1
1497,reticulated spoon,1
1498,woodlily pattern,1
1499,lot of 5 tea spoons,1
1500,12 pc place setting note,1
1501,5 pc lot. lot includes,1
1502,refinements,1
1503,2nd piece,1
1504,oneida heirloom stainless,2
1505,spreader,1
1506,dinner forks,1
1507,cake,1
1508,coffee,1
1509,tea,1
1510,ice cream,1
1511,odel number,1
1512,wmf cromargan germany,1
1513,lot of 2 salad servers,1
1514,replacement,1
1515,set of 3 servers,1
1516,guarantee,1
1517,expedited,2
1518,medium,1
1519,products,1
1520,client,1
1521,design period,1
1522,dansk international designs,1
1523,custom sku,1
1524,universal product code,1
1525,serrated edge,1
1526,colorful,1
1527,silverware set material,1
1528,silverware set includes,1
1529,piece 1,1
1530,piece 2,1
1531,vintage?,1
1532,lot of 2 sugar sifters,1
1533,spreader & sugar shell,2
1534,medium cold meat fork,1
1535,recommended age,2
1536,silver,1
1537,ribbed,1
1538,set of 8 salad forks,1
1539,pattern year,1
1540,nsn,1
1541,alternate part number,1
1542,hanford forge flatware,1
1543,conditon,1
1544,shipped as,1
1545,recommended space between plantings in.,1
1546,best time to plant,1
1547,fragrance,1
1548,evergreen or deciduous,1
1549,organic,1
1550,growth habit,1
1551,edible type,1
1552,botanical name,1
1553,wildlife deterred,1
1554,optimal soil condition,1
1555,common name,1
1556,sun tolerance,1
1557,farberware frw54,1
1558,farberware teaspoons,1
1559,farberware flatware,1
1560,dansk orion stainless flatware,1
1561,length of fork,1
1562,length of spoon,1
1563,length of knife,1
1564,black plated flatware,1
1565,black cutlery sets,1
1566,black cutlery set,1
1567,home dinnerware set,1
1568,flatware sets,1
1569,surface polish,1
1570,addl brand,1
1571,you will receive,2
1572,number of pcs. in lot,1
1573,storage,1
1574,rio pattern,1
1575,kitchen coffee spoon,1
1576,coffee accessories,1
1577,lot of 8 tea spoons,2
1578,flavor,1
1579,22.5x2.7cm   weight,1
1580,21.7x1.5cm    weight,1
1581,21.8x4.8cm    weight,1
1582,12.8x3cm       weight,1
1583,3-piece set,1
1584,assembly,1
1585,organizer type,1
1586,dimensions for all items,1
1587,0.7 x h,1
1588,lot of 6 spoons,1
1589,distributor,1
1590,date of creation,1
1591,shipping tracking,1
1592,region or country,1
1593,count,2
1594,contains batteries,1
1595,color category,1
1596,wallace zenith 6 serving pieces,1
1597,"antique silverplated dinner fork, lot",1
1598,8- royal vienna austria stainless steel,1
1599,henckels satin azur spoons,1
1600,1- rogers cutlery stainless usa,1
1601,cambridge madison dinner knife,1
1602,cambridge madison full place setting,1
1603,cambridge madison stainless teaspoon,1
1604,lot of 2 spoons,1
1605,"curved, bands",1
1606,dessert tools type,1
1607,set 5 salad forks,1
1608,extra features,1
1609,qualtiy,1
1610,hostess pcs,1
1611,knife size,1
1612,fork size,1
1613,mini dessert meal forks,1
1614,shape of faux wood handles,1
1615,special characteristics,1
1616,set 6 dinner forks,1
1617,flatware quantity,1
1618,polishing,1
1619,fits for,1
1620,types,1
1621,seazon,1
1622,midnight pattern,1
1623,handle length,1
1624,ice cream tools type,1
1625,other manufacturer,1
1626,salad servers sets,1
1627,towle supreme cutlery baroness,1
1628,product weight lb.,1
1629,number of temperature/cooking controls,1
1630,small appliances color family,1
1631,capacity l,1
1632,appliance type,1
1633,capacity qt.,1
1634,color/finish family,1
1635,wattage watts,1
1636,warming time after unplugging min.,1
1637,caution,1
1638,flatware silverware set,1
1639,lot of 9 pieces,1
1640,consists of,1
1641,shades of handles,1
1642,japan stainless flatware,1
1643,manufacturing status,1
1644,7 dinner forks,1
1645,product quantity,1
1646,product material,1
1647,28 piece lot,1
1648,item dimension,1
1649,handmade,1
1650,4-pc,1
1651,glaze type,1
1652,numer modelu,1
1653,including,2
1654,dinner type,1
1655,other item,1
1656,discontinued,1
1657,package inclued,1
1658,7 inches,1
1659,approx. length of ladle,1
1660,tableware type,1
1661,capri stainless,1
1662,ideal use at,1
1663,set 6 tea spoons,1
1664,lot of 9 iced tea spoons,1
1665,china,1
1666,lot of 2 meat forks,1
1667,sectional silverplate,1
1668,fork color,1
1669,fork function,1
1670,city/region,1
1671,set 4 salad forks,1
1672,pattern description,1
1673,character family,1
1674,spoon & fork,1
1675,set of 7 soup spoons,1
1676,contemporary,1
1677,four prong,1
1678,1.15 x h,1
1679,package dimentions,1
1680,cutlery type,1
1681,other,1
1682,hurry up and order,1
1683,we respond to messages in,1
1684,image is for illustration purp,1
1685,engraved,1
1686,distinguishing characteristic,1
1687,back stamp,1
1688,by,1
1689,region code,1
