,0,1
1369,dimensionsmm.,1
1370,battery lition,1
1371,water tank capacity,4
1372,battery / battery type,8
1373,charging time according to manufacturer,11
1374,manufacturer article number,5
1375,control on the handle,7
1376,housing material,2
1377,animal brush,3
1378,accessories in the device,6
1379,use for,4
1380,controls,1
1381,can be used to,2
1382,apolication,3
1383,product power,2
1384,note ii,1
1385,hose dimensions,1
1386,crevice attachment,1
1387,included components 2,1
1388,brush attachment,1
1389,extension hose,1
1390,by,1
1391,sheet size,1
1392,suitable,1
1393,wattage watts,6
1394,current,2
1395,fans,1
1396,extra feature,4
1397,type 2,2
1398,type 3,2
1399,type 4,2
1400,type 1,2
1401,suction level,3
1402,restricted sale item code,2
1403,charger voltage,1
1404,2.575 x h,1
1405,https,2
1406,ac100v,1
1407,country,4
1408,fully reclining wand that telescopes,1
1409,units per consumer unit,1
1410,prop 65 description,1
1411,garment steamer type,2
1412,inv,7
1413,"pr, hi, ak shipping",1
1414,1 ea - 965530-01 dyson tool bag,1
1415,with or without bag,6
1416,insertion bundle,4
1417,free return,3
1418,do you have any questions?,3
1419,voltage power,1
1420,fast and free service,1
1421,money back  guaranteed,1
1422,apply,1
1423,bag refills,1
1424,solution tank capacity,2
1425,recovery tank capacity,2
1426,operatingsystem,1
1427,legaldisclaimer,1
1428,dropshipping,1
1429,broomstick material,6
1430,broom head material,6
1431,fits brand,1
1432,for use with mfr. model number,2
1433,car compatibility,1
1434,return policy details,1
1435,bagged bagless,1
1436,applicable battery,1
1437,csa safety listing,4
1438,performance,1
1439,display,2
1440,vacuum,9
1441,country of origin/place of origin,4
1442,load indicator,1
1443,manufacturers number,8
1444,tag,1
1445,action ra dius,1
1446,bag size,1
1447,included attachments,2
1448,languages,2
1449,runningtime,3
1450,operation sart,1
1451,maximum volume of dust tank,3
1452,floor brush material,6
1453,ground brush power,5
1454,type of vacuum,4
1455,astm cfm,1
1456,motor cfm,1
1457,'bag/bagless',1
1458,washable filters,2
1459,2 power modes,1
1460,power nozzle,1
1461,ul listed,6
1462,degree of vacuum,1
1463,advantage,1
1464,hand vacuum,1
1465,easy storage,1
1466,customizable,1
1467,cleaning efficiency,3
1468,18 ft. power cord,1
1469,swivel steering,1
1470,stick vacuum,2
1471,stair vacuum,1
1472,portable,2
1473,24/7 remote monitoring and navigation,2
1474,productreferenceid,1
1475,packagetype,2
1476,fit to,1
1477,бренд,1
1478,sellers code,1
1479,bagless washable filter,1
1480,portable lightweight,1
1481,more cleaning area,1
1482,dirt collection,1
1483,more cleaning areas,1
1484,other cleaning area,1
1485,other cleaning areas,1
1486,level cleaning in soil,3
1487,class of residuals of powder,3
1488,plug type,11
1489,spin3pro premium brushroll for,1
1490,xl dirt cup holds,1
1491,16v lithium battery for longer runtime,1
1492,easy release brushroll for,1
1493,lightweight design with,1
1494,capacity for powder,1
1495,level cleaning on carpet,2
1496,this product contains chemicals known to the state of california to cause cancer and birth defects or other reproductive harm. for more information visit https,2
1497,innovative,1
1498,smooth-rolling,1
1499,weighs,1
1500,functionality check ii,1
1501,package condition,1
1502,functionality check i,1
1503,cosmetic condition,1
1504,the perfect,2
1505,limited time offer,2
1506,limited quantity stock !,2
1507,high power portable rechargeable cordles,1
1508,free 60 day return,2
1509,line lengh,1
1510,camplete with convenient,1
1511,high power 60w portable vacuum,1
1512,brushless motor,1
1513,suitable as a gift,2
1514,stylish,2
1515,remote controled,1
1516,multiple cleaning modes,1
1517,comfortable,2
1518,working sound,1
1519,durable,3
1520,obs sensor,2
1521,subtype,2
1522,compact size,2
1523,team,1
1524,replacement,2
1525,fast  free 2 day shiping,1
1526,portable handheld powerful,1
1527,type of bulb,2
1528,dust collection,1
1529,dirt cup,2
1530,cable size,2
1531,high quality,1
1532,delivery carriers,3
1533,returns  money back,4
1534,authentic photos,2
1535,original photos,1
1536,brand new,1
1537,powerd,2
1538,game type,2
1539,input voltage & frequency,3
1540,what's in the box,1
1541,jack plug charger. note,1
1542,flow rate,1
1543,bag capacitydry volume cu ft,2
1544,buyallxpress,1
1545,us seller,1
1546,loading time by manufacturer,2
1547,type of power setting,1
1548,maximum volume of the dust bin,1
1549,packing weight wxhxd cm,7
1550,staubbehalter,1
1551,fa rbe,1
1552,filter bag volume,2
1553,accessory in the device,1
1554,flavor,2
1555,sizename,1
1556,dimensions lxwxh,1
1557,made in the,1
1558,2.31 x h,1
1559,inhalation efficiency,1
1560,type`,2
1561,handle type,1
1562,grade,2
1563,maximum suction power,6
1564,360° rotation,1
1565,manual,3
1566,continuous use,3
1567,pickup material,1
1568,multi-surface cleaning,2
1569,vacuum operation run-time,2
1570,average charge time,2
1571,dimensionsdx h,2
1572,discontinued by manufacturer,3
1573,dc line length,1
1574,overall length,4
1575,material 2,1
1576,free tax,1
1577,fast & free shipping,1
1578,questions response,1
1579,returns accepted,1
1580,item located at,1
1581,program periods per day,1
1582,top quality ?,1
1583,easy to use ?,3
1584,tools,3
1585,"hi, pr & ak shipping",1
1586,vacuum function,1
1587,liters capacity,1
1588,vacuum cleaners,1
1589,a high performance motor provides,1
1590,lithium technology for,1
1591,exclusive pivoting nozzle means,1
1592,wide mouth design,1
1593,0.48 x h,1
1594,single maximum usage time,1
1595,filtration,3
1596,speeds,1
1597,brushes/pads,1
1598,commercial / residential,1
1599,connector/contact type,1
1600,included,3
1601,alarm type,2
1602,alarm/detector features,1
1603,regency use,1
1604,docking station,2
1605,suitable for the ground,2
1606,clean area,2
1607,cord,2
1608,state tax,1
1609,virtual wall,2
1610,commodity type,6
1611,when used size,1
1612,storage time size,1
1613,airflow,3
1614,countryofmanufacture,1
1615,fragrance,2
1616,1.45 x h,2
1617,long connection cables,2
1618,packing weight wxhxd  cm,2
1619,pet power brush,1
1620,colorname,1
1621,manufacturer`s warranty,1
1622,water capacity,1
1623,max suction power,2
1624,max suction efficiency,1
1625,80 ml /dry,1
1626,ho he,1
1627,contents,1
1628,working width,1
1629,dustfull display,1
1630,long connection cords,3
1631,cradle,1
1632,case material,1
1633,maximum volume of water container,1
1634,226319-01,2
1635,factory sealed,2
1636,pet brush,2
1637,wet-dry option,2
1638,wall mountable,2
1639,motorized brush included,3
1640,made for pet hair,2
1641,lowe's exclusive,2
1642,headlights,3
1643,for use on vinyl,3
1644,for use on tile,3
1645,for use on laminate,3
1646,for use on hardwood floors,3
1647,for use on carpet and rugs,3
1648,etl safety listing,3
1649,dust pad included,2
1650,cord length feet,3
1651,battery level indicator,2
1652,behaltermaterial,2
1653,gehausematerial,3
1654,maximum volume of the water container,1
1655,water level display,1
1656,wide wet nozzle,1
1657,big sale,3
1658,postage,4
1659,in our store,2
1660,any equations ?,2
1661,input,3
1662,charing time,1
1663,hours,1
1664,hanger features,1
1665,strings,1
1666,ebay,2
1667,not included,2
1668,no charger,2
1669,wrapped in bubble,3
1670,closure,1
1671,style subtype,1
1672,bag or bagless 2,1
1673,our best selling premium vacuum cleaner!,1
1674,side brushes,1
1675,dc adapter,1
1676,durability,2
1677,material quality,1
1678,amperage capacity,5
1679,fit,1
1680,fully charged,1
1681,window cleaning robot adhesive type,2
1682,robot window cleaner cleaning pattern,2
1683,robot window washer safety rope strength,2
1684,00,1
1685,size and weight,1
1686,units size,1
1687,unit average power,1
1688,general condition,1
1689,shipping dimensions,1
1690,pet features,1
1691,dirt cup capacity,2
1692,dustpan material,5
1693,dual filtration system,1
1694,li-ion battery capacity,1
1695,vacuuming power,3
1696,us tax,1
1697,extension wands,1
1698,depth of the product,1
1699,product cord length,1
1700,width of the product,1
1701,product hose diameter,1
1702,product amperage,1
1703,product hose length,1
1704,product filter type,1
1705,product voltage,1
1706,product peak horsepower,1
1707,product capacity,1
1708,product air volume,1
1709,height of the product,1
1710,feedback,1
1711,country of origin / place of origin,5
1712,shelves,1
1713,drawers,1
1714,hdd,2
1715,ram,2
1716,cordless handheld vacuum cleaner for car,1
1717,rechargeable and cordless design,1
1718,2200mah battery capacity,1
1719,2-3 days shipping,3
1720,items dimensions,4
1721,package includes #2,1
1722,package includes,5
1723,rotating nozzle,1
1724,washable bowl + filter,1
1725,wall mount,1
1726,pull-out crevice tool,1
1727,lithium technology,1
1728,flip-up brush,1
1729,reconditioned,2
1730,collection,2
1731,manufacturer finish,1
1732,part #,1
1733,fishing style,1
1734,fish species,1
1735,fishing type,1
1736,hook size,1
1737,3 vacuums in 1,3
1738,vacuum cleaning path,1
1739,packaging,4
1740,removable washable filter,1
1741,bagless cyclonic technology,1
1742,easy empty dirt cup,1
1743,high reach extension wand,1
1744,lightweight with powerful suction,1
1745,stock number,1
1746,used for,1
1747,ships_from,1
1748,returnes,1
1749,power maximum,1
1750,attention california residents,3
1751,toys type,1
1752,cordless/corded,1
1753,loc,1
1754,contract,3
1755,nombre de la marca,1
1756,prestaciones,1
1757,dc 12v car cigarette lighter plug,1
1758,switch,1
1759,sealed pressure,1
1760,primary hose length,1
1761,color main,3
1762,1.73 x h,1
1763,jet of,3
1764,refilling,5
1765,power / wattage,4
1766,low speed,1
1767,high speed,1
1768,cleans all floor types,1
1769,compatible with amazon alexa and google assistant,1
1770,lithium-ion battery,1
1771,won’t fall down stairs,1
1772,3-stage cleaning system,1
1773,& suctions dirt,1
1774,sweeps wall edges and corners,1
1775,automatically returns to charging cradle,1
1776,programmable,1
1777,program,1
1778,navigates under furniture,1
1779,navigates around clutter,1
1780,,1
1781,charger,2
1782,equipment type,1
1783,brush & pad type,1
1784,battery charging time,1
1785,battery operating time,1
1786,protection class,1
1787,voltage supply,1
1788,surrounding,1
1789,working mode,2
1790,floor type,2
1791,free tax ?,2
1792,free and fast shipping ?,2
1793,ships from usa ?,2
1794,quality ?,2
1795,waffle,1
1796,search use only,1
1797,proprietor's use only,1
1798,1.53 x h,1
1799,usa voltage,1
1800,batteries 1 lithium ion batteries required. included,1
1801,max. air suction,2
1802,suction efficiency,2
1803,dust collecting capacity,2
1804,compact,2
1805,lithium hand vac,1
1806,assembled_product_weight,1
1807,refurbished note 2,2
1808,costumer service,1
1809,max noise level,1
1810,products,1
1811,estimated delivery,1
1812,condition,1
1813,pump capacity,1
1814,detergent tank capacity,1
1815,pump pression,1
1816,base,2
1817,depression,1
1818,power pump,1
1819,vacuum speed,1
1820,1.22 x h,1
1821,3-in-1 vacuum cleaner functions,1
1822,suitable for cleaning,1
1823,input power,1
1824,water suction capacity,1
1825,isbn10,1
1826,isbn13,1
1827,packing size wxhxd cm,5
1828,maximum volume dust tank,1
1829,hose type,1
1830,action radius,2
1831,product class,1
1832,product type extra,1
1833,parent category,1
1834,dia. in.,1
1835,height in.,1
1836,pest/weed type,1
1837,bed bug treaytment,1
1838,bed bug control,1
1839,washable filter,2
1840,adjustable suction,1
1841,carpet height adjustments,1
1842,compatible floor type,2
1843,pet,1
1844,odor eliminating,1
1845,multi surface,1
1846,hypoallergenic,1
1847,edge cleaning,1
1848,steam cleaning,1
1849,speed,5
1850,tamaño  mm,2
1851,tipo de almacenamiento del polvo,2
1852,tipo de filtro,2
1853,turbo cepillo,2
1854,certificación,2
1855,voltaje v,2
1856,control remoto,2
1857,duración de la batería,2
1858,detection system,1
1859,boquilla de aspiración especial,2
1860,función,2
1861,instalación,2
1862,longitud del cable m,2
1863,output voltage/current of charger,2
1864,polvo capacidad de la caja l,2
1865,potencia w,2
1866,reserva de tiempo,2
1867,con bolsa o sin bolsa,2
1868,ruta de limpieza,2
1869,scent diffusers,1
1870,safeguarding,1
1871,cleaning surface,1
1872,d.o.l.,4
1873,interloper part #,1
1874,onoff brushroll,1
1875,featured refinements,1
1876,is customised,1
1877,pivoting head,1
1878,receptacle capacity gallons,1
1879,telescoping wand length inches,1
1880,head to handle length inches,1
1881,telescoping wand,1
1882,self-propelled,1
1883,retractable cord,1
1884,bare floor nozzle included,1
1885,hose length feet,1
1886,commercial/residential,1
1887,number of wands,1
1888,brand/model compatibility,1
1889,accessories and attachments,2
1890,steam pressure,2
1891,classification energy,1
1892,longlife vacume cleaner,1
1893,operating system edition,1
1894,14.4v dust storage type,1
1895,manufacturer item number,1
1896,vacuum system,1
1897,suction tube material,1
1898,radius of action,1
1899,number of radars,1
1900,vacuum control,1
1901,connected value,2
1902,operating voltage,2
1903,easy clean,1
1904,wide drying nozzle,1
1905,separation system,1
1906,corded,1
1907,cord rewind,1
1908,peak air watts,1
1909,made in,1
1910,boiler power,1
1911,team temperature in the boiler,1
1912,fetures,1
1913,hand held,1
1914,work time,1
1915,cordless corded,2
1916,hurry up,1
1917,for use on,1
1918,for use,1
1919,ser no.,1
1920,fax,1
1921,watt,1
1922,which includes more that 850 chemicals.warning,1
1923,hersteller,2
1924,compatible models,1
1925,is powered,1
1926,comes with on-board tools,1
1927,1.06 x h,1
1928,accessory mount,1
1929,handle control,1
1930,connected load,1
1931,full money back guarantee,4
1932,package_quantity,1
1933,dustbin capacity,2
1934,comfort handle grip,1
1935,dust box capacityml,1
1936,instructions,3
1937,connection,1
1938,water tank capacity l,1
1939,manufacture country,1
1940,marque,1
1941,product use,1
1942,dust container capacity,1
1943,shippin,1
1944,listed by,1
1945,wet - /dry suction,1
1946,delivery content,1
1947,led display,1
1948,esp eligible,2
1949,matrtial,1
1950,system of measure,1
1951,aspiradora para auto,1
1952,aspiradora para carro,1
1953,nwpkbx17,1
1954,vacuum weight,2
1955,concerns,1
1956,ingredient,1
1957,skin type,1
1958,formulation,1
1959,energy,1
1960,skill level,1
1961,prop65 warning required,1
1962,conditon,1
1963,uses battery,1
1964,prop65 warning,1
1965,prop65 chemical,1
1966,clean diameter,1
1967,parts,2
1968,pile height adjustments,1
1969,attachment type 2,1
1970,general warranty,1
1971,bag item number,1
1972,filter type/number of filters,1
1973,controls on handles,1
1974,maximum volume of the vacuum box,1
1975,boundary markers,1
1976,drop sensor,1
1977,way more than enough,2
1978,item model numbe,1
1979,boostiq technology,1
1980,power style,1
1981,yes. machine has been upgraded to platinum edition which consists of,1
1982,gross weight,1
1983,line  length,1
1984,with attachments,1
1985,lightweight design,1
1986,wet/dry vac,1
1987,24-hour charging time,1
1988,cordless power,1
1989,economical,1
1990,6 volts,1
1991,bagless design,1
1992,occasion,1
1993,tracking number,1
1994,is cordless,1
1995,contained battery type,1
1996,manufacturermaximumage,1
1997,number of radians,1
1998,lighting,1
1999,control on handle,1
2000,any equations?,1
2001,dog litter item type,1
2002,cordtype,2
2003,part,1
2004,shipping_speed,1
2005,mfg #,1
2006,unique design,1
2007,proposition 65 warning for california consumers  warning,1
2008,power 2 amps,1
2009,cord length 18',1
2010,product dimensions m6 x 10 x 44 inches,1
2011,item4,1
2012,item10,1
2013,item1,1
2014,item7,1
2015,item5,1
2016,item8,1
2017,item9,1
2018,item6,1
2019,amps ac,1
2020,replacement filter,1
2021,dog cat pet hair,1
2022,total length,1
2023,chance to win a free mystery gift,1
2024,custumer service,1
2025,calidad,1
2026,envio,1
2027,brush/pad size,1
2028,shipment,1
2029,detachable hand vacuum,1
2030,taxes,2
2031,only fits,1
2032,extension tube material,1
2033,suitbale for,1
2034,effect,1
2035,amount,1
2036,meant for,1
2037,max power,1
2038,longlife vacuume cleaner,1
2039,robot size,1
2040,filter dimension,1
2041,country-of-origin,2
2042,id,2
2043,number of remotes included,1
2044,proscenic model,1
2045,water capacity  oz,1
2046,1.46 x h,1
2047,modelnumber,2
2048,black & decker,1
2049,pool cleaning tool type,2
2050,bundling options,2
2051,storage,1
2052,steam time,1
2053,<b>title,1
2054,</b> various<br><b>arranger,1
2055,instrumentation,1
2056,editionpublisher,1
2057,difficulty,1
2058,composer,1
2059,cyclonic system for,1
2060,container volume,1
2061,product family,1
2062,bulb info,1
2063,ul safety certification,1
2064,bulbs included,1
2065,damp location rated,1
2066,wet location rated,1
2067,number of lights,1
2068,indoor use,1
2069,remote control included,1
2070,power suction,1
2071,charge type,1
2072,automatic window cleaner auto-finish,1
2073,glass cleaner tool ups,1
2074,robotic window cleaner machine size,1
2075,remote controller,1
2076,automatic glass cleaner power comsuption,1
2077,with side brushes,1
2078,remote controlled,1
2079,cleaning system,1
2080,tempered glass on top,1
2081,3 filter system,1
2082,auto charge,1
2083,decibels,1
2084,dust collector capacity,1
2085,long life,1
2086,360 degree wheels,1
2087,auto,2
2088,advanced hepa filter,1
2089,suitable floors,1
2090,moter,1
2091,accessories 2,1
2092,cleaning,2
2093,original item,1
2094,seller response time,1
2095,high quality product,1
2096,informations sur le produit,1
2097,nowhere to hide built-in ultra-bright leds,1
2098,item number,1
2099,handled stick vacuum cleaner,1
2100,camping stove,1
2101,portable camping stove material,1
2102,country of origin ebay,1
2103,manufacturer id,1
2104,amp hour,1
2105,air speed mph,1
2106,battery system,1
2107,commercial  residential,1
2108,connectorcontact type,1
2109,alarmdetector features,1
2110,compatibility fit,1
2111,schedule,2
2112,3-stage cleaning,1
2113,floor cleaning design,1
2114,self propelled,1
2115,soft hose length,1
2116,wet /dry suction,2
2117,item specifics,1
2118,item durability,1
2119,inventory location,1
2120,inventory item,1
2121,superseded part number,1
2122,wet / trockensaugfunktion,1
2123,money back gurantee,2
2124,seller support,2
2125,taken out of a kit,1
2126,indoor outdoor,1
2127,color finish,1
2128,wi-fi,1
2129,capable of mopping,1
2130,number of sweep arms,1
2131,db,1
2132,air wattage,1
2133,dust chamber capacity,1
2134,temperature,1
2135,beating frequency,1
2136,brush and nozzle attachments,1
2137,energy efficiency rating,1
2138,small detail clean ups,1
2139,certifications,2
2140,multi-floor cleaning,1
2141,type2,1
2142,handheld cordless car vacuum cleaner,1
2143,dry and wet optional,1
2144,movie/tv title,1
2145,operation mode,1
2146,converts to blower for easy leaf removal,1
2147,maximum noise,1
2148,brush width,1
2149,driving speed,1
2150,features 1,1
2151,surface finish,1
2152,features lll,1
2153,one-touch power button,1
2154,features ll,1
2155,battery amp hour,1
2156,this product for,1
2157,shipping type,1
2158,battery require,1
2159,vacuum part type,1
2160,turbo,1
2161,we will solve any problem for you,1
2162,feature -,1
2163,us free shipping,1
2164,the product,1
2165,led touch screen,1
2166,uv lamp,1
2167,packing weight  wxhxd cm,1
2168,cable winder,1
2169,1.33 x h,1
2170,3-in-1,1
2171,wire reinforced,1
2172,multi-surface,1
2173,no load speed,1
2174,12v connector,1
2175,long connection cable,1
2176,l x w x h,1
2177,voltage.,1
2178,refurbished note 3,1
2179,refurbished note 1,1
2180,control number,1
2181,working current,1
2182,power cable lenth,1
2183,cleaning method,1
2184,capacity cubic feet,1
2185,brush motor speed,1
2186,1.66 x h,1
2187,pack of,1
2188,mat color,1
2189,housepower,1
2190,package dimentions,2
2191,qa,2
2192,tank,1
2193,accessories include,1
2194,bagged included,1
2195,dated,1
2196,power rating,2
2197,pet hair cleaning,1
2198,dc-12v power,1
2199,>=3200pa power cord length,1
2200,≤65db weight,1
2201,1 touch go,1
2202,free two-day shipping,1
2203,free return 30 day,1
2204,included in the box 4,1
2205,included in the box 3,1
2206,included in the box 2,1
2207,included in the box 1,1
2208,dust bin,1
2209,cleaner brush,1
2210,light source,1
2211,shark rocket vacuum,1
2212,hard floor hero,1
2213,accessory bag,1
2214,"5"""" crevice tool",1
2215,car detail kit,1
2216,upholstery and drapes,1
2217,upholstery tool,1
2218,deep cleaning suction power,1
2219,ultra light design,1
2220,is autographed,1
2221,release date,1
2222,thickness,1
2223,large dust cup capacity,1
2224,compatible with 1,1
2225,vacuum motor filter,1
2226,steam's pressure,1
2227,pawer supply,1
2228,"hi, pr, ak shipping",1
2229,warranty information,1
2230,duration,1
2231,use area,1
2232,other info,1
2233,more info,1
2234,length in,1
2235,capacity gal,1
2236,1.35 x h,1
2237,number of castors,2
2238,material suction tube,1
2239,date of manufacture,1
2240,button,1
2241,número de modelo,1
2242,using area,1
2243,autonomy,1
2244,includes bonus accessories for a whole range of cleaning needs,1
2245,hygienic bin emptying,1
2246,head,1
2247,turbine,1
2248,working time after fully charging,1
2249,1. shell material,1
2250,2. power consumption,1
2251,6. cable length,1
2252,7. color,1
2253,5. size,1
2254,3. working voltage,1
2255,cleaning radius,1
2256,working radius,1
2257,model line,1
2258,product brand,1
2259,modus,1
2260,maximum usage time,1
2261,h ohe,1
2262,animal burst,1
2263,maximum current,1
2264,adapter input voltage,1
2265,n. 2 engines,1
2266,1.47 x h,1
2267,fil washable,1
2268,proposition 65 reasons,1
