,0,1
1422,manufacture part number,1
1423,uk shoes size,1
1424,us womens' size,1
1425,clothing size,1
1426,women's size us,1
1427,brand new,1
1428,$179.00 shoe,1
1429,sku #,1
1430,jordan westbrook,1
1431,low top; converse,1
1432,5.5 converse,1
1433,purple and green; converse,1
1434,converse,1
1435,38; converse,1
1436,purple and green converse,1
1437,white / racer blue - black - cyber,2
1438,metal,1
1439,isadultproduct,2
1440,isautographed,1
1441,ismemorabilia,1
1442,12m  womens,2
1443,manufacturer item number,1
1444,will combine shipping,1
1445,6 mm drop,1
1446,balance,1
1447,shoe size other,1
1448,msrp price tag,1
1449,654476-080,1
1450,cleats,1
1451,weight per shoe,1
1452,fondo,1
1453,colore,1
1454,collezione,1
1455,categoria,1
1456,tomaia,1
1457,rif. prodotto,1
1458,*us shoe size womens,1
1459,special attributes,1
1460,style name/number,1
1461,10-13/shoe size,1
1462,available,1
1463,adiprene,1
1464,year_,1
1465,productreferenceid,1
1466,relaxed fit,1
1467,similar style,1
1468,due to the age some of the white leather has some crackings,1
1469,s86003,1
1470,made in china,1
1471,loc no.,1
1472,men's casual dress travel shoes,1
1473,club gold / light cream,1
1474,storage,1
1475,rs4,1
1476,size shoe cms,1
1477,manufacturer #,1
1478,dimension's of  men's us shoe size 9m,1
1479,in-shoe lining,1
1480,jp sizing,1
1481,catalog number,1
1482,ankle shaft hight,1
1483,lasing,1
1484,us-men's sizing,1
1485,ankle cut,1
1486,item@,1
1487,po#,1
1488,joma technologies,1
1489,us shoe size womans,1
1490,c,1
1491,womens' size,1
1492,women's　us,1
1493,msrp $115.00,1
1494,428931-102 color,1
1495,sn #,1
1496,pointure chaussure,1
1497,matière supérieure,1
1498,inv loc,1
1499,shoes weigh,1
1500,college,1
1501,mpn 2,1
1502,"swoosh,logo,skate,surf,sb",1
1503,stock,1
1504,nma code,1
1505,one size,1
1506,us women' size,1
1507,details 2,1
1508,supra muska,1
1509,re,1
1510,related retailer,1
1511,manufacturer's color,1
1512,internal material,1
1513,stock reference,1
1514,fastener,1
1515,exchange only! tax will apply! 152704c,1
1516,size men,1
1517,pants front type,1
1518,actual colour,1
1519,comes with receipt,1
1520,released year,1
1521,2xl,1
1522,bin 12,1
1523,nike sb braata lr,1
1524,$65,1
1525,movie/tv title,2
1526,nikelab zoom fly sp nyc' ah5088 00,1
1527,sole type,1
1528,bin#15,1
1529,heel to toe see photo,1
1530,manuf location,1
1531,air baseline,1
1532,cross training shoes,1
1533,conditionid,1
1534,all star,1
1535,court purple / black - sail,1
1536,uk shoes size men's,1
1537,grade,1
1538,inline,1
1539,materials,1
1540,us10.5 retro bred,1
1541,uk shoe size mens,1
1542,upc#,1
1543,right shoe size,1
1544,left shoe size,1
1545,us9.5 / kids,1
1546,european exclusive,1
1547,asia exclusive,1
1548,i.g.s impact guidance system technology,1
1549,please contact us,1
1550,*us shoe size women's,1
1551,feature 3,1
1552,sport shoes men,1
1553,sneakers women,1
1554,2017 women's running shoes,1
1555,running shoes for women,1
1556,running shoes for men,1
1557,free run men,1
1558,lenght heel to toe inside,1
1559,surface protection,1
